Age,Gender,Employment_Status,Sleep_Hours,Sleep_Quality,Screen_Time_Hours,Physical_Activity_Hours,Social_Interaction_Score,Diet_Quality,Caffeine_Intake_Cups,Work_Study_Hours,Academic_Work_Pressure,Financial_Stress,Family_Support_Score,Stress_Level,Mental_Health_Score
30,Male,Unemployed,8.0,5.2,8.7,4.4,1.8,5.7,7,1.4,8.2,2.6,6.9,4.5,63.3
59,Male,Student,8.2,4.1,5.7,2.0,6.1,7.6,5,10.5,7.3,9.2,7.9,6.0,44.5
23,Male,Student,8.7,5.1,3.2,7.2,7.3,2.9,1,7.0,5.8,7.6,9.1,4.0,70.2
50,Other,Student,6.7,7.3,4.5,0.9,8.7,7.1,4,7.8,8.1,10.0,2.7,1.7,68.3
34,Male,Student,8.0,5.2,4.1,0.9,7.5,1.5,2,7.7,4.8,4.7,,7.2,65.4
52,Female,Student,6.4,9.7,4.6,0.6,4.9,4.1,2,10.3,4.0,2.9,6.4,7.6,57.7
37,Male,Employed,5.1,,5.9,,2.6,7.5,2,6.6,7.4,8.3,7.3,6.5,43.1
38,Male,Student,5.5,5.5,4.8,1.2,3.7,6.0,3,9.3,7.9,5.7,,4.6,45.8
35,Male,Student,6.4,2.7,6.2,0.7,4.3,5.3,1,10.1,3.9,7.2,5.3,5.7,35.8
46,Male,Student,5.9,6.6,5.5,2.8,2.9,5.3,1,10.0,6.5,5.8,2.6,6.3,38.2
45,Male,Student,6.1,6.5,6.0,0.5,4.8,5.5,3,6.5,6.1,3.4,,3.2,54.4
33,Female,Employed,9.7,5.3,1.7,1.3,9.4,7.7,5,10.1,3.7,3.6,7.6,2.6,82.0
39,Other,Student,7.8,5.7,4.0,0.2,1.4,5.0,2,9.3,4.7,6.2,4.6,3.2,45.1
40,Male,Employed,7.4,3.2,5.7,0.2,9.3,,1,10.6,6.0,7.2,8.1,5.8,54.9
53,Male,Employed,6.9,3.4,6.5,0.4,5.8,7.4,1,8.6,9.6,3.4,8.3,6.0,59.1
35,Female,Employed,5.6,5.2,5.4,1.6,7.8,7.0,0,6.8,4.4,9.0,8.8,7.4,45.6
51,Female,Student,4.1,8.2,6.1,0.7,3.2,3.4,1,8.0,4.4,8.0,3.8,5.1,45.9
20,Female,Student,6.8,3.8,2.1,14.0,6.3,7.2,1,7.6,9.4,4.5,5.2,8.6,51.2
55,Male,Employed,8.0,6.0,6.8,0.8,4.8,6.0,2,4.8,4.1,1.6,6.7,6.8,50.7
58,Male,Employed,4.5,9.4,7.4,3.6,6.7,6.6,0,8.8,10.0,7.9,10.0,5.4,57.6
22,Female,Student,4.6,6.4,8.0,0.6,6.5,7.0,0,11.0,2.6,4.9,6.6,7.3,53.9
42,Female,Student,8.4,,6.9,1.9,3.8,5.4,1,4.6,7.9,1.0,10.0,8.0,64.0
53,Female,Employed,6.5,4.7,3.9,2.3,5.0,5.7,1,8.0,8.4,9.6,3.3,5.3,38.3
45,Female,Student,4.0,5.6,7.1,,4.0,6.7,4,9.5,7.3,7.4,4.8,3.7,54.0
43,Female,Student,9.7,7.6,4.8,0.7,7.2,7.6,3,2.8,4.8,9.2,6.8,6.2,54.0
55,Male,Student,6.6,4.1,6.2,0.0,5.8,3.2,3,5.8,6.2,8.9,8.0,2.6,42.5
54,Male,Student,7.7,3.0,8.5,4.8,7.3,7.5,0,9.1,6.5,9.0,7.4,5.7,46.8
57,Female,Employed,7.5,6.2,7.7,1.2,8.0,5.5,2,4.5,4.9,7.1,5.3,4.3,49.4
37,Female,Student,9.2,8.1,6.5,1.6,6.9,6.9,4,9.3,7.5,7.6,7.3,8.0,47.8
48,Female,Unemployed,7.9,7.0,7.4,0.6,6.0,7.0,1,0.7,6.6,7.8,6.0,3.4,66.0
43,Female,Student,5.9,9.4,6.2,0.2,0.0,5.3,2,8.0,5.7,6.0,4.2,5.1,46.3
38,Male,Employed,6.3,3.4,7.3,0.5,5.0,4.1,2,6.8,4.0,6.6,5.0,6.3,31.7
18,Female,Student,8.6,3.5,5.2,2.8,7.5,4.9,1,6.0,3.0,5.2,4.6,4.2,58.8
40,Male,Student,5.8,3.0,5.2,0.4,5.9,8.6,1,5.7,6.5,7.2,2.3,1.7,53.0
56,Male,Student,8.0,5.1,8.2,,5.8,5.7,2,3.6,9.5,5.9,7.3,6.4,51.5
59,Male,Employed,4.6,4.0,2.8,2.2,4.4,,1,7.7,4.2,2.0,10.0,3.2,64.1
56,Male,Student,5.8,,7.0,5.4,1.3,5.2,4,5.9,6.2,4.6,7.1,6.0,53.8
42,Female,Employed,9.4,6.9,8.2,5.5,5.9,6.5,2,2.6,9.6,4.2,,7.9,60.0
44,Female,Student,5.1,5.3,5.7,4.3,6.2,7.3,6,3.8,8.2,3.0,7.1,6.6,57.3
57,Male,Student,6.5,7.9,5.4,4.2,7.0,4.8,2,6.2,3.4,3.7,9.3,5.5,70.4
55,Male,Employed,6.0,6.2,2.5,1.9,7.0,4.9,2,9.2,3.3,4.4,7.0,5.5,62.0
49,Female,Student,5.1,8.0,0.9,1.6,3.6,8.2,0,4.6,6.1,2.0,9.0,8.8,55.3
38,Male,Unemployed,4.8,4.3,3.1,3.4,8.5,6.6,2,3.1,6.6,4.7,5.2,9.7,27.5
43,Female,Employed,6.8,7.6,4.0,9.3,8.9,5.9,3,2.4,3.0,7.0,8.1,2.3,80.5
38,Male,Employed,5.7,4.1,6.8,1.4,7.8,6.1,1,4.9,9.8,4.1,9.6,8.8,46.8
19,Female,Student,5.2,5.3,5.0,2.4,6.0,4.2,0,8.7,7.8,3.8,3.0,3.9,43.0
29,Female,Employed,7.0,8.5,2.3,4.2,6.3,7.7,1,7.1,4.5,6.7,4.5,5.1,63.5
47,Female,Student,6.3,5.2,1.7,3.6,5.7,4.7,2,8.9,5.6,7.4,8.4,8.0,42.9
37,Female,Employed,4.6,6.1,6.1,1.6,3.8,9.1,3,9.0,10.0,7.6,8.3,7.3,48.2
32,Male,Student,5.9,4.9,2.7,3.9,5.1,1.6,3,7.9,4.2,4.3,8.2,4.7,58.6
37,Male,Student,4.0,6.1,8.0,,7.6,5.7,0,4.1,9.5,8.7,2.4,6.2,30.7
25,Male,Student,8.3,9.7,1.5,3.2,4.2,6.5,1,7.3,7.9,7.2,7.4,7.4,52.9
29,Female,Student,7.1,4.5,5.6,2.8,9.3,7.2,1,5.8,9.1,4.5,8.7,6.7,52.7
31,Male,Student,3.7,4.6,1.8,0.2,9.4,3.6,1,4.1,7.0,4.7,5.6,7.6,36.9
51,Male,Employed,7.4,3.0,5.6,5.3,0.0,5.6,1,6.9,4.0,5.3,4.4,6.9,41.4
50,Female,Employed,6.0,4.0,6.4,0.3,1.9,7.8,1,10.1,7.5,4.3,7.8,5.8,43.5
29,Male,Student,9.8,3.6,6.0,2.4,8.7,6.0,1,10.8,8.6,4.0,5.8,4.3,58.2
45,Female,Employed,4.0,8.6,3.4,1.9,8.8,10.0,2,5.8,6.0,6.8,10.0,7.0,63.1
54,Female,Student,6.0,,6.5,1.0,6.2,3.0,2,3.8,7.3,3.3,6.7,5.4,60.1
43,Male,Employed,8.9,5.8,5.7,1.8,5.1,4.4,1,8.4,2.0,2.7,4.4,5.6,58.4
27,Male,Student,6.0,5.5,6.7,1.2,8.4,3.7,2,9.2,8.2,5.8,6.5,7.7,45.2
43,Female,Unemployed,5.1,4.4,3.8,0.4,7.3,8.3,5,2.7,5.6,4.3,5.9,7.3,56.2
43,Male,Employed,6.4,3.5,7.1,1.0,7.5,,3,8.8,8.9,7.6,8.0,7.1,41.0
57,Male,Student,7.2,6.9,7.9,0.4,4.5,8.6,1,8.8,4.3,4.2,4.8,5.8,61.8
49,Female,Student,6.3,6.1,6.4,1.7,2.0,1.9,2,4.5,5.9,5.8,5.1,4.3,52.2
43,Female,Student,8.0,6.1,4.5,2.2,1.8,7.7,3,11.2,6.6,5.4,5.3,5.7,48.7
31,Other,Student,5.8,4.5,7.3,2.9,7.2,6.0,3,9.6,7.0,5.2,8.0,5.8,49.4
42,Male,Employed,4.7,1.2,5.2,2.0,9.5,4.1,2,6.5,5.9,5.8,3.2,6.0,21.7
41,Female,Student,5.8,4.1,3.0,1.5,0.0,3.9,1,9.5,5.2,5.7,2.2,4.3,29.7
41,Male,Student,6.7,2.4,4.7,2.0,7.4,8.6,2,5.7,6.2,6.8,7.7,7.3,49.8
32,Female,Employed,7.0,4.0,3.5,0.2,5.7,6.4,4,9.2,7.0,4.6,3.8,3.9,51.9
25,Male,Employed,9.6,4.9,4.9,1.7,4.2,4.7,3,6.5,8.1,4.5,4.9,3.5,63.1
20,Female,Employed,7.4,5.3,8.8,3.9,3.5,6.0,1,10.2,2.6,7.4,6.9,2.7,57.8
24,Male,Employed,5.9,5.6,4.5,0.7,7.0,7.3,2,9.5,5.8,1.0,8.5,7.5,51.8
47,Female,Student,7.2,5.2,4.9,1.5,5.2,3.8,2,9.4,6.0,2.2,7.0,2.6,66.7
51,Female,Student,4.4,6.6,4.0,3.7,6.5,2.7,1,10.3,7.0,5.8,5.3,4.6,44.2
28,Female,Student,5.6,6.3,6.7,0.7,5.6,4.8,3,7.3,4.3,3.1,4.1,7.2,45.4
21,Female,Employed,7.4,5.6,4.6,7.1,4.5,5.4,5,9.0,6.6,4.2,4.9,9.2,39.8
28,Male,Employed,4.3,2.2,3.6,1.6,3.8,5.8,4,5.6,6.5,3.8,7.8,3.6,36.8
28,Male,Unemployed,7.1,6.0,4.7,0.4,8.4,5.5,3,0.8,2.8,1.2,2.3,6.5,60.7
41,Female,Employed,7.4,10.0,5.7,6.8,6.4,7.0,3,3.5,5.1,7.3,7.3,6.8,78.6
34,Male,Student,7.9,5.9,2.4,2.0,2.1,7.7,1,11.7,6.7,5.2,7.0,4.8,63.5
36,Female,Student,3.9,7.4,5.0,0.6,5.0,6.2,2,1.2,2.4,10.0,5.4,2.5,54.9
35,Female,Employed,8.8,6.0,6.7,1.7,0.7,8.4,2,4.2,4.3,9.8,6.7,5.8,39.2
21,Female,Student,4.8,7.4,3.9,1.7,5.3,7.7,5,10.1,8.7,5.3,7.9,5.2,61.9
34,Male,Student,6.9,3.5,7.2,0.5,5.1,2.3,3,4.0,5.4,1.9,7.5,8.0,32.9
53,Male,Employed,5.2,6.1,7.7,4.6,1.8,7.6,1,9.8,3.0,10.0,8.4,5.6,51.9
27,Female,Student,8.1,7.4,3.0,3.6,5.3,8.1,2,7.0,8.1,8.0,6.8,6.0,63.4
18,Male,Employed,5.3,4.2,2.0,0.0,6.2,10.0,2,2.6,9.0,2.0,6.6,3.3,60.8
37,Male,Student,4.9,,7.3,7.0,4.4,,0,5.3,3.6,5.7,5.9,6.1,55.7
40,Female,Employed,2.2,7.8,5.8,0.1,0.4,6.1,1,4.4,7.0,1.6,7.8,4.3,67.3
18,Female,Student,6.2,6.6,9.3,1.1,7.8,4.8,3,6.4,6.7,3.9,5.9,6.4,60.4
46,Male,Student,5.2,5.8,4.8,1.5,6.4,5.7,3,12.3,7.2,10.0,6.2,3.8,50.5
46,Male,Student,7.2,4.6,9.4,0.6,7.9,6.3,3,7.7,7.2,6.5,6.8,2.2,60.9
53,Female,Employed,8.3,8.9,3.4,4.3,8.9,7.0,1,9.9,9.5,7.7,3.4,7.7,64.2
36,Female,Student,4.1,7.0,5.3,4.2,2.7,2.7,1,9.7,4.7,5.0,3.8,8.4,45.9
20,Female,Employed,5.3,5.7,4.2,0.3,7.4,8.6,2,8.4,4.3,5.3,7.3,3.1,77.8
46,Female,Student,6.6,6.6,8.6,0.2,4.5,6.1,3,4.3,6.3,4.1,7.8,10.0,48.4
24,Male,Employed,8.3,,9.3,8.4,7.0,10.0,2,2.3,6.6,9.5,8.4,5.7,51.4
46,Male,Student,7.0,9.3,5.4,1.6,7.2,6.6,2,3.8,2.3,1.5,6.0,8.7,66.1
40,Male,Employed,5.5,2.9,5.8,0.2,3.9,2.7,1,7.9,7.5,5.1,5.1,2.6,36.6
20,Male,Student,7.0,5.7,5.9,0.7,8.1,7.3,1,8.0,5.9,4.8,1.8,5.9,35.9
21,Male,Student,6.6,9.5,3.4,5.6,1.4,2.7,6,5.8,9.2,2.9,0.9,4.3,58.9
58,Male,Unemployed,4.6,5.3,7.4,0.7,10.0,6.2,0,0.3,4.6,10.0,4.8,5.5,48.2
46,Male,Employed,4.9,6.5,3.0,1.5,7.6,5.2,1,5.0,5.7,4.7,8.3,3.4,68.8
54,Male,Student,9.7,5.6,6.3,2.9,1.1,5.4,1,7.2,8.9,6.4,3.9,3.9,50.2
38,Other,Employed,7.9,8.4,5.6,7.7,1.3,8.7,0,7.5,7.0,6.4,4.6,5.8,65.3
34,Male,Student,5.4,1.9,3.7,4.5,1.0,8.8,1,4.5,8.1,1.0,2.6,2.9,44.9
23,Female,Employed,6.9,,8.3,10.1,7.3,8.9,3,5.9,6.4,8.4,6.4,5.7,71.1
33,Male,Student,8.2,5.0,4.9,1.5,8.1,6.8,0,10.6,6.0,4.0,3.7,7.4,47.0
52,Female,Employed,4.3,4.0,2.0,6.2,2.2,1.1,2,7.8,5.0,5.4,4.6,5.4,29.4
19,Female,Student,4.1,6.0,4.0,0.2,2.7,7.9,3,8.6,6.8,8.4,5.3,6.4,42.2
52,Male,Employed,6.1,5.6,6.8,1.5,3.5,5.7,3,9.1,3.6,5.2,7.0,4.1,36.8
43,Female,Unemployed,7.7,5.5,6.8,0.3,6.5,7.5,7,0.0,5.9,3.1,8.9,5.4,63.0
57,Male,Student,7.5,3.7,5.9,2.1,8.5,3.3,3,5.1,5.6,2.1,7.1,6.0,54.2
58,Female,Student,6.9,4.7,6.6,6.1,4.4,4.6,2,8.1,7.0,5.1,10.0,8.3,47.9
54,Male,Employed,8.5,6.4,8.2,0.2,4.2,2.7,1,6.8,8.6,5.4,8.0,2.7,60.4
57,Male,Unemployed,8.7,5.4,5.6,1.7,6.9,9.5,2,0.1,3.9,6.9,6.8,6.8,55.1
29,Female,Employed,6.2,5.0,9.1,2.7,4.9,3.6,3,5.0,5.9,7.4,7.2,7.4,32.6
50,Male,Student,6.8,5.4,7.6,2.9,4.4,1.7,1,11.2,7.2,7.0,5.1,7.1,31.0
49,Male,Unemployed,7.6,3.4,6.0,11.3,0.7,3.9,7,1.0,8.4,6.8,5.7,2.9,33.0
18,Female,Student,7.0,4.8,4.5,3.5,6.0,8.1,2,8.6,6.6,5.5,9.1,4.4,65.8
42,Female,Employed,9.5,5.8,4.4,0.1,5.7,8.6,2,10.2,6.2,4.0,9.7,8.0,64.6
46,Male,Student,8.0,3.8,5.9,0.4,10.0,6.7,2,8.7,8.7,8.1,4.3,5.4,45.4
50,Female,Student,5.4,4.6,3.9,3.9,4.1,6.9,3,9.6,3.3,4.4,10.0,4.9,48.4
43,Male,Student,6.8,,7.6,0.7,4.2,5.0,2,8.7,5.3,4.0,10.0,7.9,73.4
24,Female,Employed,7.0,6.1,6.6,1.4,6.2,3.1,2,12.5,5.4,7.6,7.3,8.4,45.6
46,Male,Employed,6.7,8.4,4.4,1.8,7.4,5.8,1,9.4,8.0,2.5,9.0,7.0,67.2
56,Female,Student,7.0,5.1,7.3,0.3,5.5,4.5,3,4.2,7.2,6.9,5.0,2.5,52.2
50,Male,Student,4.2,7.3,10.5,8.4,2.0,5.3,0,7.3,6.9,6.5,6.7,4.8,57.2
48,Female,Student,7.2,,6.0,0.1,5.7,6.5,1,5.2,6.6,1.0,8.8,5.5,59.9
41,Female,Student,5.4,4.2,4.0,6.3,5.2,3.5,4,8.3,6.2,4.1,7.3,2.6,69.2
51,Female,Employed,7.6,7.7,7.2,1.0,3.6,9.5,1,6.3,5.4,3.2,8.3,5.7,60.9
42,Male,Employed,9.3,5.4,5.6,4.6,3.8,3.7,2,7.5,3.1,10.0,6.0,8.8,38.9
20,Female,Employed,7.0,4.0,8.5,0.6,6.0,6.2,4,5.9,5.9,5.3,5.6,7.8,39.2
41,Female,Employed,7.1,6.9,6.4,4.5,4.6,3.7,0,8.1,3.3,4.9,4.3,7.0,64.4
45,Male,Employed,5.2,5.9,4.0,0.9,5.7,3.8,3,11.9,5.0,10.0,7.2,4.4,49.0
36,Female,Unemployed,5.3,6.2,3.2,1.3,7.7,7.4,1,0.5,5.8,5.4,7.1,4.9,71.5
48,Male,Student,5.6,5.9,7.0,7.3,6.2,8.7,4,3.8,3.6,6.8,6.3,6.5,66.9
25,Female,Employed,7.3,4.2,8.2,0.9,7.3,8.1,5,3.2,1.9,6.6,8.3,3.1,63.0
48,Female,Student,8.6,6.0,6.9,6.8,6.4,3.9,3,6.9,2.8,4.0,7.4,1.0,89.8
57,Female,Student,5.5,7.6,4.6,,5.9,9.3,2,5.2,6.2,1.9,4.8,5.5,56.9
36,Female,Student,6.8,9.3,7.6,13.5,3.9,8.4,1,7.5,1.0,5.0,7.1,6.8,73.3
39,Female,Employed,7.2,6.4,4.3,0.4,6.1,,4,8.8,4.5,5.3,4.2,7.0,50.2
20,Female,Employed,4.6,7.0,6.3,3.1,6.6,5.7,4,7.6,8.1,4.6,4.7,5.0,64.9
53,Female,Student,7.0,4.9,2.9,1.1,5.7,9.2,2,12.2,6.3,3.3,6.8,2.5,64.5
48,Female,Employed,5.8,7.1,4.8,7.4,6.2,2.8,1,5.5,5.7,6.3,10.0,5.4,61.3
27,Male,Unemployed,4.6,4.1,5.0,1.4,2.9,4.4,2,0.0,4.7,1.5,1.7,1.0,45.7
42,Other,Employed,7.8,8.4,7.1,0.8,5.1,7.1,1,7.5,6.7,7.0,6.3,6.5,57.3
55,Female,Student,5.5,7.6,7.7,1.6,5.0,5.2,1,10.3,7.6,7.9,5.8,1.0,53.5
54,Female,Employed,4.4,5.5,6.8,0.8,5.5,6.7,2,7.8,7.9,4.5,4.1,4.9,49.9
26,Other,Student,6.7,3.8,0.9,1.0,5.0,5.6,1,5.5,4.9,4.7,8.1,6.5,44.1
25,Female,Student,5.3,5.2,6.9,2.3,5.2,2.4,1,3.4,8.4,4.6,8.8,5.4,34.7
50,Female,Employed,4.5,2.5,7.6,0.4,2.4,6.8,2,6.7,6.8,4.2,7.4,5.1,41.4
47,Female,Student,6.8,2.5,6.3,3.8,4.5,1.9,3,6.3,4.9,4.8,6.0,5.5,49.1
33,Female,Unemployed,4.6,7.9,9.4,1.7,4.0,3.1,4,0.3,7.2,5.6,4.7,4.8,35.6
28,Male,Student,5.9,9.8,7.5,1.2,8.2,6.4,1,4.9,5.7,3.3,0.7,6.8,57.6
30,Female,Student,6.9,7.4,5.1,2.4,7.8,10.0,2,10.9,4.2,7.1,7.1,7.1,66.7
32,Female,Student,5.0,2.0,6.9,1.6,6.7,3.3,1,8.8,5.4,5.9,4.7,6.7,36.5
42,Female,Student,8.6,10.0,9.8,0.0,6.0,7.8,2,12.0,3.8,7.4,10.0,1.0,77.2
47,Female,Student,5.6,6.8,6.1,0.5,6.8,8.5,2,7.5,5.7,8.5,8.0,6.0,53.3
44,Male,Employed,8.3,4.7,5.2,1.9,7.7,5.3,0,6.8,7.0,9.6,5.3,6.2,56.8
49,Male,Student,8.1,5.5,4.9,2.6,5.0,2.5,1,9.7,3.9,8.2,10.0,10.0,27.1
28,Male,Student,4.9,2.0,6.6,2.1,1.5,1.0,2,7.9,5.1,6.0,6.3,5.2,27.7
47,Female,Student,5.8,,7.5,0.4,1.3,9.8,0,8.8,3.6,1.5,5.7,10.0,49.9
24,Male,Employed,6.1,3.7,9.6,1.1,1.7,5.1,2,4.2,7.6,9.4,8.8,2.5,41.5
58,Female,Employed,5.5,3.2,4.7,3.8,5.2,4.4,3,5.5,1.3,5.4,7.1,4.1,54.5
28,Male,Student,8.3,6.8,3.4,3.4,7.8,6.2,4,5.7,9.7,3.4,6.4,5.6,72.4
20,Male,Student,8.9,5.5,4.9,1.0,4.5,4.3,0,9.6,1.8,7.2,6.8,2.2,65.2
53,Female,Student,6.2,6.8,6.8,0.3,3.3,6.0,0,7.5,10.0,5.4,6.3,10.0,39.8
28,Male,Employed,6.1,7.5,3.7,0.3,6.0,3.9,3,10.0,6.4,3.1,6.1,4.7,58.8
53,Male,Student,7.3,9.0,4.4,1.5,9.0,8.9,7,10.8,9.9,7.5,4.7,7.9,62.9
48,Male,Student,5.3,5.1,8.8,2.0,1.9,8.3,2,5.6,7.7,9.0,6.7,5.3,37.6
24,Male,Student,4.0,6.6,4.8,,8.5,1.9,4,6.9,6.3,4.0,7.1,3.5,65.7
43,Male,Student,4.3,3.1,2.9,2.4,6.4,8.4,3,8.2,7.4,7.1,10.0,7.2,49.9
33,Male,Student,8.2,7.1,5.7,4.7,7.7,2.7,3,5.3,9.2,8.0,8.9,6.3,63.8
45,Male,Student,5.2,5.1,6.6,0.8,4.1,7.1,0,8.8,3.4,9.7,7.9,6.4,30.5
51,Female,Employed,6.0,4.2,4.9,3.9,5.9,5.2,1,5.4,6.2,1.0,5.2,4.6,55.8
37,Female,Student,7.2,8.0,4.2,0.0,6.3,7.7,2,8.3,6.0,2.8,6.8,6.4,59.7
21,Male,Employed,7.5,,1.9,1.0,6.3,3.1,2,8.4,8.3,5.6,8.7,2.6,68.1
42,Female,Student,6.1,7.2,7.2,1.9,7.8,5.7,0,2.0,7.3,8.8,7.7,3.9,52.0
27,Female,Student,8.5,6.3,3.4,0.1,4.2,6.3,3,4.6,4.2,1.5,6.6,3.5,69.3
46,Male,Student,4.3,3.2,5.2,6.2,5.6,6.3,2,9.1,6.9,5.3,7.3,5.1,52.0
18,Male,Employed,7.5,7.6,5.4,0.9,2.4,5.0,4,5.7,7.0,7.5,7.4,8.7,39.7
41,Male,Student,7.6,5.0,6.1,1.0,6.7,7.3,2,9.3,4.9,5.9,6.8,7.0,49.5
46,Female,Unemployed,5.9,6.3,2.3,2.5,8.8,7.6,1,0.3,6.8,4.7,3.2,5.5,59.0
48,Female,Employed,8.2,3.3,3.3,0.0,5.0,5.9,5,8.8,5.0,4.0,6.2,4.9,54.6
23,Male,Student,6.3,5.3,1.8,5.0,7.2,8.2,3,9.1,5.5,4.9,5.9,4.2,70.5
42,Male,Employed,5.5,6.4,5.5,,4.2,5.9,3,5.0,6.1,3.6,8.8,4.9,56.3
26,Female,Employed,7.6,6.0,3.0,1.6,5.3,2.7,1,15.1,3.9,1.4,10.0,1.3,68.1
37,Female,Student,4.6,2.5,4.4,1.0,1.7,5.7,1,8.0,6.9,6.0,2.1,6.9,15.8
53,Male,Employed,7.2,4.9,4.6,2.2,2.8,7.7,1,8.2,6.4,1.0,5.0,4.7,50.3
19,Male,Employed,4.7,,2.6,3.6,4.2,7.0,0,6.2,6.2,6.9,7.1,3.8,62.2
34,Male,Student,8.3,5.8,6.7,1.4,7.3,6.9,3,6.4,6.2,5.0,,6.7,52.4
22,Male,Employed,9.6,7.3,6.6,4.8,5.7,3.3,1,6.5,7.9,8.2,5.9,7.5,52.7
32,Female,Unemployed,8.1,1.0,3.4,1.7,4.1,4.9,1,1.9,2.5,4.4,10.0,6.0,46.8
54,Male,Student,6.1,2.9,3.9,0.9,7.5,5.2,3,8.0,7.9,7.1,5.4,7.2,31.0
38,Male,Unemployed,5.5,4.8,8.2,0.7,5.6,7.8,2,0.4,7.7,4.1,10.0,5.2,54.0
43,Male,Student,6.8,4.8,1.8,4.0,7.3,7.0,1,7.9,7.3,3.5,8.8,6.0,64.5
35,Female,Employed,5.0,5.6,6.7,0.2,8.4,8.9,1,7.5,7.3,7.5,7.5,7.4,45.8
34,Female,Student,5.9,7.2,3.2,2.2,4.6,6.0,2,4.8,3.0,4.5,6.2,2.6,71.6
54,Male,Student,4.4,5.6,0.6,1.8,3.5,8.4,2,4.8,10.0,3.9,6.5,6.7,51.2
21,Female,Student,8.4,7.5,5.8,0.4,6.0,5.7,2,7.1,4.2,3.2,5.0,3.2,60.9
29,Female,Employed,9.4,6.3,5.8,10.5,7.3,7.6,0,10.1,8.0,1.7,5.3,3.1,77.5
25,Female,Student,2.0,2.6,3.1,1.9,5.4,5.5,4,8.8,5.2,2.7,4.6,5.5,41.7
19,Male,Employed,7.3,9.6,7.5,0.5,10.0,4.9,0,7.0,7.3,5.1,6.5,9.8,58.0
54,Male,Student,3.5,6.9,5.3,2.8,6.4,3.4,5,4.8,9.5,9.2,6.3,3.3,52.5
22,Female,Employed,3.9,7.7,4.7,0.8,2.0,5.3,2,7.9,3.9,7.4,6.3,5.1,52.2
29,Male,Employed,5.1,5.1,5.8,7.0,5.2,5.4,2,6.6,4.9,5.8,9.7,1.9,60.3
24,Male,Student,2.0,7.0,5.9,4.8,7.3,4.5,2,8.5,6.4,5.6,2.7,2.0,61.9
34,Male,Student,6.2,8.3,7.2,2.1,5.0,2.4,4,8.8,7.1,5.3,8.1,3.6,56.3
36,Male,Employed,5.8,8.9,5.0,0.4,7.0,5.4,3,8.2,4.8,5.5,4.9,6.3,61.4
45,Female,Employed,5.8,5.7,6.0,1.5,7.0,8.2,2,10.4,5.4,6.6,,4.2,47.1
54,Male,Employed,5.9,4.2,5.4,4.8,8.1,7.2,3,2.0,8.0,4.4,5.4,3.7,59.4
24,Male,Unemployed,4.8,5.1,4.6,1.5,4.6,7.3,1,1.1,2.9,6.2,9.1,9.5,47.2
43,Other,Employed,6.4,,5.6,2.4,7.2,6.9,2,6.9,6.3,5.9,7.4,8.0,52.3
25,Male,Employed,3.5,6.1,2.4,1.3,3.5,8.5,3,7.6,7.9,1.0,,6.3,47.2
23,Male,Employed,6.2,7.0,9.3,0.1,3.3,4.9,1,6.4,2.5,2.4,10.0,3.0,74.2
58,Female,Unemployed,8.1,4.4,6.1,0.4,5.7,6.0,0,2.0,5.7,3.5,3.7,5.5,48.9
44,Male,Student,2.8,5.0,6.9,0.9,7.7,,3,8.1,6.8,8.6,5.5,8.8,35.2
52,Female,Student,6.1,5.4,3.0,4.9,3.6,8.1,2,11.3,3.6,6.1,3.7,4.5,53.7
25,Female,Student,6.2,10.0,3.3,2.9,4.6,8.5,3,4.2,7.0,9.3,10.0,8.5,53.9
54,Male,Student,4.9,8.7,5.0,3.4,0.0,5.4,3,7.4,3.2,1.0,6.4,4.1,58.8
47,Female,Unemployed,4.4,,0.0,1.3,2.4,5.2,1,0.0,6.3,7.8,6.2,5.7,41.7
57,Female,Employed,6.3,7.9,6.4,3.7,5.5,5.6,0,7.5,4.9,7.3,6.9,1.7,68.0
40,Male,Student,4.3,8.0,6.0,3.2,2.6,6.1,2,8.8,8.4,6.3,5.4,2.5,61.4
34,Male,Student,7.4,2.6,2.0,0.1,5.8,5.6,4,8.2,10.0,2.9,6.0,7.1,42.3
35,Male,Unemployed,9.8,6.6,5.9,4.9,3.3,3.3,1,1.6,4.2,2.4,7.0,1.0,64.3
58,Female,Student,8.4,,8.5,3.1,3.9,4.0,0,8.8,3.8,7.8,6.2,5.5,53.2
24,Male,Student,7.8,5.4,6.6,1.4,5.5,2.1,3,5.9,7.3,6.9,6.4,7.4,27.3
57,Female,Employed,5.7,5.4,4.2,1.6,3.7,5.2,4,13.5,9.2,9.5,7.1,6.2,36.0
58,Male,Employed,4.8,4.3,5.4,0.6,4.6,4.6,4,4.5,4.4,6.4,3.6,3.1,48.3
35,Male,Employed,5.3,5.0,4.4,3.0,4.5,7.5,2,11.1,1.8,3.9,,5.7,55.5
44,Female,Student,7.1,6.7,8.1,1.7,1.4,7.4,1,11.0,6.7,7.2,7.1,5.2,48.8
24,Female,Employed,5.2,4.8,0.0,4.1,1.8,4.8,2,9.8,3.5,2.5,4.8,8.1,43.5
28,Male,Student,6.0,8.1,6.2,7.5,2.7,6.5,1,7.9,10.0,4.9,6.3,3.8,69.3
20,Female,Student,8.3,5.3,8.3,0.5,6.0,5.6,1,7.3,4.9,4.8,4.5,2.2,58.7
56,Other,Student,6.3,7.2,4.5,3.2,3.1,10.0,5,8.0,5.0,3.0,8.3,2.9,57.0
